register_model,object_uri,baseline_id,source_definition,target_definition,dependencies,policy_context,data_context,test_contract,adapters,evidence_fingerprint,stale_kinds
view:engagement_actions_fact,looker:analytics:view:engagement_actions_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:99216522e83217c605618a07c12638a9e0876985381683513e720297d6484f65,absent,5d06d9bc7ffa3fcdf75a9183509c7df33a59cce44bc6398fabc04223a7cc0c63,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e22916da86d7a663eaf502a03ba930cb0252799c535f049bb22eeec0dc2025dc,
view:timesheets_fact,looker:analytics:view:timesheets_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:f56ab9e6247399adc9192645de0fa6015d2a48de68576d743f231007ad29b7c5,absent,9179e8fec238ec1233c2d4775821e196768df638b8648a5dfc6c9272d9b2b18b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),49f939467d28ef2fbf118ccbf227763bdce89f5038d24689e8aee101a0b608dc,
view:client_prospect_status_dim,looker:analytics:view:client_prospect_status_dim,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:d7455b5bfe408827f3a0b6968e236d5b1cde8af13d709ce7be86a01fad8faa03,absent,4bafe5d613636bd7f1167b86800e59e427d2f6fe0aa7fd984bdfb516ffd19c55,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),6f144aa0143d91a04b947a51783b70bd555023248a4e725196cd2d7b8e2d59c2,
view:companies_dim__all_company_ids,looker:analytics:view:companies_dim__all_company_ids,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:3b26281241f029fd82a4d78d387c1f170b454e2b81852fdb2f68a7c9457d7d7f,absent,bf67bc07c33b125f8eef2c94cf8fb194c65f0d91577fabffc48ff48f946e4ea1,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),cd6104894263119b1c4b656a9497690464a041022b945924d394c11d7fdb5ad7,
view:company_converted_projects,looker:analytics:view:company_converted_projects,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:72a5f91d6f5889d6ef16952d2176a33539010ce1d6d2d20f65e77d96811e7464,absent,f5cf640fa442cce7874fa862522c39eb1414541b3a56fbba30a21a1c49fe6efd,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),d7c98f0f7d2be7af1f8588356106c95d0df5f7195763da7f68d6f1961c747c0e,
view:company_deal_value_attribute,looker:analytics:view:company_deal_value_attribute,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:e1179af3a67121dc76a28609f4812f12ea885bf600b5202f936f89a0d9527e3d,absent,32d65fbecd9b5aa8ad940825cc0b318f0cacc805b2c0171bb97b1dd8af045ca0,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),a507ec98d89d3979f01a8e8ad9b3376058de2f78a004dcf4416efe7e2d96a449,
view:contact_companies_fact,looker:analytics:view:contact_companies_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:24fc4ff77062d5ea7931ff9cf6a5ba145f68ffb70023ddf35eaa98e64b5181f9,absent,357d9722b8afe6d82afcb2885f3fb54e3ae899224821dae951e7ce414190fd9e,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),a5db5cfe18388c666896c9dce6eccb6ef2d8a7e205b73151bc723f9599483a6b,
view:contact_meetings_fact,looker:analytics:view:contact_meetings_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:d29c1d1ace67c2239eaea2a7800c1e69752bd5c922f5d83ae67f13873391752d,absent,1e2a24e73560a0c358151a63d2f2e2d2163195befe5800b5e8ec10c41391575c,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),4870bd006bdbb4b1266b09fc577c75d9607d5668b9623bdd8ca9428428b49af5,
view:contracts_fact,looker:analytics:view:contracts_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:2fb6edd217572f0f1aacfdddf1b2e6c22646e55ad25c5c6cb291d4a6087d546e,absent,64e47652c4e5f54c7bca4ce6593132fe88d6acf74d2ad8a0254237208575a9dc,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),9ad2015b02f76e1209550abebd27960ce3ae6c08b6e43bf2fd856529f099e6b8,
view:customer_first_deal_cohorts,looker:analytics:view:customer_first_deal_cohorts,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:36be6aa71b86c570c9a815042cfc97fd13d355c25d923bc4ca4b200994909124,absent,729b7fed1efc6ded2b8cb7d222c2f986bd1247d39f5cd572f2ff85c855951d8b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),3ac4cbcf57129e32f4beebed8969793145bd24fc5cf419afd2f7b7e9cec8fcc4,
view:customer_first_order_segments,looker:analytics:view:customer_first_order_segments,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:954654dd2d75eb9f49c3acb407889632d96fd587c3aeea184d530f9637d62ac2,absent,bda2db14f27caa44b12dd553a75a09c3961c3766bcab7367188d598ff57f2e27,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),6d55a09f2571ead04868a7184e7313480e22ff73d539fe4d49b2d15a0e10760a,
view:deal_pipeline_history,looker:analytics:view:deal_pipeline_history,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b5d58e1bafee7853d7822583d55aab8917c11d7e930c231377e8b89ba3c25fe9,absent,40b706ac4c8e7a504476ed0b63a31909d3b20656e9424df42de70d8e1ff12054,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e1963058dc6aa02d0017ef5b506cbb0368e2b282362b5373e2a1dab72e33aa57,
view:deals_fact,looker:analytics:view:deals_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:e352f814f6abf394d7c032e84d51d70a5b36f2b5e18f7f264be93da8a10d846a,absent,8e352b2e9450081a7abaf0d6552a74b38b3d8eacf7da23ffc9f8b6fd7550e185,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),3394bb3a02a6fce8327c65d976731ded5765fc5aa18dfb4a5c32709f2ad3a123,
view:delivery_project_docs_dim,looker:analytics:view:delivery_project_docs_dim,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:7f669b3062ef5d2922b864565f901033cc24f06c6c91c90a6cec55141bd7051f,absent,a5010f7d05635c694dcfc93ca76b43d378babdab424595696483e50e9d59deb3,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),0ce088e3149b0cac2bbd4c5975d804d042286309539e2f60c950efaf9276e171,
view:delivery_task_history,looker:analytics:view:delivery_task_history,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:bb4ed00078280cc53fe640a1a40b7d54a33f565cfa824a1e327b38d13963baec,absent,cad0c60880510a2517c416e38bbcd815913d4c1ea06cc95a1407582b1c56c7bf,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),7b09c58cf717e45ffaf04791403c55c0057481985cfa7bff4b7b20ad29b9827f,
view:engagement_details,looker:analytics:view:engagement_details,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b873d46d41ba598802d56175528ec5667be4c3ea9f5e3697521e4a51c24d96c3,absent,e4a9fd982e8b164886f4207dfafd9debbeaaa1c4889fb3ef8644bc8b656e9328,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),fad23e058f7293136bef769aa9dbbea1598445c6e9fca07fc90bdf3e58dd6480,
view:engagement_details__deliverables,looker:analytics:view:engagement_details__deliverables,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b873d46d41ba598802d56175528ec5667be4c3ea9f5e3697521e4a51c24d96c3,absent,b719cf973654f41499e383493fe2d110c1a9df03dd7500f4320c859105be997e,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),7c1e3b94c634227dd5f2cecd878f2b732877df8da2bb8b1032bf08ac8088a5c4,
view:engagement_details__objectives,looker:analytics:view:engagement_details__objectives,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:b873d46d41ba598802d56175528ec5667be4c3ea9f5e3697521e4a51c24d96c3,absent,d318b89b22a69c58760013bd937b86f83c949238ed58cf316cc5ce4e4a0d781a,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),253d6c5ed2d16bafdd3cb48f89339e942896cc64fb7af8f5c84997a767e987eb,
view:persons_dim,looker:analytics:view:persons_dim,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:70794869ff29d5231f6d7389893f0d6b89106d4c4f722d555a737d8aae0c0a92,absent,0bfff8e6e132bcd9ce85db992ad6ed78185d962baa233877983099702f339e0b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e7a2dcf2abe0c729524b4f23153bbe5ae406568c604994c2a30f9ed5663023f0,
view:projects_delivered_is_ontime,looker:analytics:view:projects_delivered_is_ontime,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:dda7c5970f285df7ecab4d6b8c4a86713f6ab41aca9469e558844ff0ae86cb37,absent,9a47cf2e0d5f743c2434215c4a7a729206b65decf20c654ecad9fbdb9ddc7484,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),031b173025661e9b3935bf2e9de1d169667126a756bd9e05e56a331c37d0a141,
view:recognized_revenue_fact,looker:analytics:view:recognized_revenue_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:c74b56c489d94a36c169c96915f2c67493e35d9240c3dc4b5d32c414f4f18bea,absent,6aa0b43aac5386f1175f0ff2374e4999f84ce62fb96d450d7248ff7ec3db896b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),bd5c4d6c5eb40d3a92fcbb97d88d9738fc971c192983e34d2f744188d8125e6f,
view:rfm_model,looker:analytics:view:rfm_model,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:1e433df595cf3aa4996de2fff8d10cd28258695ad6abffaaab8d987cb8328f3b,absent,688421c5e0d57d82c92ae8311c7630b258ff5d6c4c8627d10589f0f5df8fd331,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),2624f27e7f58471abe6970a008a97598f17efc2a7cb9445f5a4816d8a7ab1a89,
view:src_control_daily_metrics_fact,looker:analytics:view:src_control_daily_metrics_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:316bb9cbe60591bd5f94891986ef3f1ea6823f99a4cd59eaf3acccae63116929,absent,cffa2846749d61bff9c692abae9c95af218cfcd4454740d83feacad4b533786f,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),eb6cb3c71a4c309352af97e5204f6acb1951099975323b4d97bd827bf8a61471,
view:src_control_pull_requests_fact,looker:analytics:view:src_control_pull_requests_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:7bc00031aab8dfe4bc6fda3e47e5362e0d68ce760db795b2d5d8b2583f60b61f,absent,4ea43aae3986ba5fea71b292960cd66aa2c00e8e80dc84647d4d5cefd18dc130,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),b38b8c5d6779b3ea9b9ea460b3a56c8f397ecae9de982bd97e07334f8fd4111b,
view:src_control_repos_dim,looker:analytics:view:src_control_repos_dim,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:f314c3bd8a5d8611b7da8cd2037bbd391a7ede13b27651f6e88b6f979de777bf,absent,b77200945411ea1a57c3d31572bbde237f15397efb8c2bc509ea068ae74b64ea,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),6cdda3a7d27dcfbe793fa4998e47d250178335178af7fd935b4727ea7efc0131,
view:team_revenue_targets,looker:analytics:view:team_revenue_targets,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:6302219ff360b8361fab0d9bc5296fe58be57b985ce39f5c4c8e7123b37fb405,absent,bd7a01a670f905f9e81baac25b8364a4241f1dadb17c5374936b0b6840a10dfc,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),d81336f1c54af397d4c0284b146f9c2c012df5c76ccd4ac27c7b86cfd0dc31e7,
view:timesheet_project_costs_fact,looker:analytics:view:timesheet_project_costs_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:38d1db777dbd6a1df4a0ffd1284dddab49652fe6267a970e49507b077237affb,absent,18132faa48c1996c9b4272001713f8cfb596908c7e03e3fb730f0584cd605a2c,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),eda44872df974b5afa700cd94696458221dfc7b4a97989e2fbc1c5cc3d22f9a1,
view:timesheet_project_engagement_rag_status_fact,looker:analytics:view:timesheet_project_engagement_rag_status_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:62f48f6c584804cff18a705f5ea56a4de17cba926b00fb89da078e38c47ac05a,absent,c08f252a663ef2cb4898713aa2a52c32625d8102e6bf629cdd4d095965bb8fd0,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),e5e5d8aa2291aa281f35a3bb4c3ec1708d25cb1607006d540a8c7490947eb645,
view:timesheet_project_engagement_rag_status_fact__client_action_points,looker:analytics:view:timesheet_project_engagement_rag_status_fact__client_action_points,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:62f48f6c584804cff18a705f5ea56a4de17cba926b00fb89da078e38c47ac05a,absent,ce480a72a09d54a1e0794a8bd135d0867efaf52e811c494cba013ba074c8d617,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),9c860579b3c82b5cd99fbfc421212397e71b8a8bdd3d07de8ae04af971dcff89,
view:timesheet_project_engagement_rag_status_fact__month_timeline_events,looker:analytics:view:timesheet_project_engagement_rag_status_fact__month_timeline_events,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:62f48f6c584804cff18a705f5ea56a4de17cba926b00fb89da078e38c47ac05a,absent,5626d85d9e1bdaaa8986cc4dc4d5f747b2487bb356d98301ae2282f60ba8ad25,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),d7e833163be423b555aa87021dc6d1def0cec6771b8c2f748b3c4f050df9555c,
view:timesheet_project_engagement_rag_status_fact__ra_action_points,looker:analytics:view:timesheet_project_engagement_rag_status_fact__ra_action_points,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:62f48f6c584804cff18a705f5ea56a4de17cba926b00fb89da078e38c47ac05a,absent,4847706ac0bb5c46787219b245ee61f886c61c297270ff00452a262beb122ffe,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),2ad812bf5942f6b9994693cd431ac683c989bf28e4821b6fec8d2f335c8ddc84,
view:timesheet_project_engagements_dim__projects,looker:analytics:view:timesheet_project_engagements_dim__projects,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:a46244695769b082623d3368d5a80e5243d85ac9063723922b093b8094509436,absent,dd1a24a8edafe07d6919aac175145c0f208614cd7405c702e559d3b149f5ae06,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),a89fab427dc871ecb3f15f74b0f5773a6edac785ffe6df3c0ae923c800cd4c68,
view:timesheet_project_stakeholder_jtbd_fact,looker:analytics:view:timesheet_project_stakeholder_jtbd_fact,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:6ae7b452bbd0953652852b094d1f20daa900a93f1ad362b44026be770d1ee388,absent,3b009ca7a7179ee17bbbf1b8029429572a52e9de8fae595138ce1548215d101b,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),c4b606b2fe305e9063f0c70f180969f2cf3dae0c540ad7361104b41984833075,
view:timesheet_project_stakeholder_jtbd_fact__identified_jtbds,looker:analytics:view:timesheet_project_stakeholder_jtbd_fact__identified_jtbds,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:6ae7b452bbd0953652852b094d1f20daa900a93f1ad362b44026be770d1ee388,absent,56454abde639c76d01ba3ffc2cb7c5ee0fa6b54913ff9a1d81fc56beaedb0dce,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),5d64587e01a75497d4062f555953147bd42f9726b12ba57b7ecc5020676a8c4c,
view:timesheet_project_stakeholder_jtbd_fact__keywords,looker:analytics:view:timesheet_project_stakeholder_jtbd_fact__keywords,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:6ae7b452bbd0953652852b094d1f20daa900a93f1ad362b44026be770d1ee388,absent,c8c6dc6e1359af3af864f7c7dad40a4d0789e5b503dbaa66425c46eed39359de,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),b149109eb665e2088dd0760087d78d0e21945e1d29e85da1633a3a945bb24322,
tile:267/2501,looker:analytics:dashboard:267/element:2501,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:fd78dcefdfb256ebbeae1298a77c5637ffa4f4a26b9e88029cbb99f284fd660a,absent,073c4c4175f66d796b4543d22def91ade1106d7d2265353f6d4a5d9a345153b9,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),4090b8b610c37328fc2be7fe279c8ea81fac10fff6b89989278d5c00302a7a72,
tile:267/2514,looker:analytics:dashboard:267/element:2514,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:1a99420a7a4ea1bc03a5620c1e4f1d13b8ab6967912716e4d09ce8cf9e78bcc9,absent,a31ebb64c1fc8147b50fe0925cb8c0eb75c72fa0573491784db8ebe6c927fbf4,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),78ee55a5ef935e853000b4ab94661b324e28152e7bb577ff084c15bf8f12a5ea,
tile:267/2519,looker:analytics:dashboard:267/element:2519,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:8c66c12e9dcdf850a89c1c64d843a56e0eadebccef413c7eebe8669593d6589d,absent,b1d0b53f00f58ef806e4358444b4b5f14250951275fe839fad91b7f9be19d2b5,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),94c47a231a2dc4f31ec18269a2b90877ecc3658240cee21bfc0dc89f01ba0398,
tile:267/2533,looker:analytics:dashboard:267/element:2533,b001,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e:56d9ad176526f5f8f3526870501bce34153d9fd2008f651d680e59eb8af920d5,absent,b11746e6c2001b7296e65aab72353294bf74af4ed26479c5746f0832b459e247,50d878092a1d0f8372d5f97939d2ab8eeac067bcb7084e9645046f9145951d9f,2026-09-05T23:59:59Z,absent,converter 1.1.0; pair c1d0dfddf5a1cd4afbc80101e4bac698443b8bc52b7ea427ea4c17f3e115945c; comparator bi_parity.py sha256:0803a81993929500 (no version constant),677ce0db977b463b8bb6be1104550e5699165dd36aab475b18f5519d8219ce7a,
